Sample_Name,nosZ.006,nosZ.008,nosZ.013,nosZ.014,nosZ.015,nosZ.016,nosZ.018,nosZ.022,nosZ.025,nosZ.027,nosZ.028,nosZ.030,nosZ.033,nosZ.037,nosZ.039,nosZ.044,nosZ.057,nosZ.071,nosZ.077,nosZ.081,nosZ.093,nosZ.096,norB.006,norB.018,norB.020,norB.033,norB.034,norB.036,norB.037,norB.048,norB.051,norB.058,norB.062,norB.065,norB.068,norB.069,norB.072,norB.076,norB.098,norB.104,norB.114,norB.117,norB.121,norB.123,norB.128,norB.141,nirS.004,nirS.005,nirS.016,nirS.023,nirS.026,nirS.036,nirS.041,nirS.042,nirS.045,nirS.050,nirS.052,nirS.053,nirS.055,nirS.057,nirS.059,nirS.065,nirS.067,nirS.070,nirS.071,nirS.073,nirS.074,nirS.075,nirS.081,nirS.085,nirS.090,nirS.093,nirK.001,nirK.005,nirK.006,nirK.011,nirK.018,nirK.021,nirK.025,nirK.027,nirK.030,nirK.032,nirK.034,nirK.036,nirK.038,nirK.042,nirK.044,nirK.047,nirK.048,nirK.070,nirK.073,nirK.088,nirK.100,nirK.103,nirK.105,nirK.119,Internal_ID,Plant,Year,Nitrogen,Days
4013_C_2018_P12_N200_A_20180530_CABBI,21.01239415,15.72809173,22.83646846,22.64596956,18.26580032,15.64357033,18.86508716,20.50118783,21.45831563,13.8570778,19.19051772,20.38247901,20.55147179,20.65767891,18.29503048,20.22008545,17.17035073,17.62878632,18.43477334,21.29782744,20.7129297,18.99852116,18.19909707,21.67350714,17.8531401,19.17204688,18.08704596,19.89065017,20.36775857,20.89640946,19.25984976,19.70848504,19.53554583,20.6306905,18.42368877,18.58442695,18.23533622,20.30783389,9.348854828,18.89310005,19.31528479,15.76575036,18.74446314,20.20748962,18.19216673,21.56119388,17.33436998,21.61092244,19.18724733,17.95446658,18.72556941,18.86323629,16.18829863,18.94778488,17.69203573,20.75618746,18.43095227,19.92682162,19.23823093,19.86194773,20.53490722,20.34359019,15.74064854,19.25566303,20.28043904,17.46176503,22.15114846,17.5087185,17.42933294,22.70634199,40,22.36222506,17.73314058,18.16475051,19.57281541,17.23999035,19.69370145,22.1662015,18.89735569,16.25343274,19.4249585,17.43253285,18.73883034,18.7275222,18.15040525,18.06011779,18.44160626,19.62953941,19.46346283,18.12674998,21.14539379,19.18022069,18.20647926,18.79902798,19.08878626,20.8454806,4013,C,2018,200,21
4021_M_2015_P4_N0_A_20180530_CABBI,20.77496069,16.43550323,40,21.61052216,18.49541364,16.2629257,19.3385764,20.86348714,21.42619275,17.17551091,20.60485603,20.66437066,20.32853009,21.05227356,19.11332085,21.72429945,18.14117882,18.65256206,19.24883297,21.33370898,21.85548444,19.71569329,18.32939852,21.30738887,18.76163543,18.80130302,18.61077848,20.6694721,21.05587872,21.48316929,19.87294597,20.19801568,20.63220119,21.41843927,18.9978301,18.99670352,18.90340212,20.53756901,11.43597252,19.25685444,20.09179035,16.69675894,18.82165925,20.89135536,18.55263229,21.82684877,18.08018189,40,20.1653081,21.19910324,19.31026105,19.18931357,17.32904712,19.59846996,18.07118361,20.80670679,19.29920017,20.54638003,20.3134367,19.81850454,21.76046602,21.65754804,16.52519122,20.58117048,21.8208571,18.36182048,22.1345642,18.00419719,18.36682693,22.67764092,22.01563682,22.18738465,18.47016575,19.15386318,20.15219025,17.82396491,20.66335727,21.39269516,19.49924516,17.45559178,19.92250623,18.12728787,18.99955525,18.97152126,18.77473543,18.54305983,18.76187963,20.41285101,19.69312495,19.05809474,21.47806528,19.34696312,18.80379362,19.35669895,19.48894582,21.20962971,4021,M,2015,0,21
4029_M_2016_P9_N200_A_20180530_CABBI,20.48779662,15.34214663,21.52419415,21.28417889,17.15468004,14.94440726,18.50342486,20.23485251,20.11421519,16.52201169,19.06238058,19.38800965,19.74083928,20.1719481,17.90163253,19.78521579,16.9312292,17.11053005,17.92500792,20.22101489,20.58850526,18.68077741,17.16517419,21.19640227,17.80865053,17.75969869,17.52800404,19.41819068,20.69394175,20.60965498,18.98787648,19.28032442,18.58641479,19.86896561,18.18812518,17.91887387,17.83765598,19.97845835,11.44585147,18.74590215,18.76220083,15.31668717,17.98099251,19.66851353,17.79309683,21.13342242,16.95935951,20.66926972,18.61789022,21.08319038,17.79307373,18.23016731,16.25452374,18.5149811,17.27394146,19.96939659,18.57224425,19.55795339,18.80428427,19.03667247,19.88076709,20.34300029,15.41842175,18.64104984,19.79951355,17.16436902,20.76726965,17.01534539,17.43055587,22.03134146,22.25494947,21.60396914,17.33904026,18.15765664,18.78118762,16.83430826,19.36042243,20.51628212,18.53890495,16.08412808,19.24246659,17.04732833,18.30790441,17.93422112,17.72788595,17.20894311,17.56561891,19.37820618,18.82475806,18.08153435,20.1438615,18.4961303,17.80809101,18.50361931,18.7749762,20.67879089,4029,M,2016,200,21
4037_M_2016_P17_N400_A_20180530_CABBI,21.04385563,16.27901883,40,21.5458134,18.44310717,15.94133825,19.31348643,20.07406511,20.72551388,17.72020151,20.08468962,20.1893294,19.95951881,21.25453437,19.03948963,20.72111873,17.30628337,18.43899645,18.73385955,21.76564289,21.82061819,20.14016906,18.42337803,22.94115137,18.47271965,19.09994336,18.40806201,20.31490901,20.7430046,20.67571496,19.82191518,19.72999812,20.13462986,21.01683204,18.9410515,18.92210893,18.62200614,20.2775346,11.84998422,19.17170546,19.88320336,16.50757165,18.90919357,20.35998832,18.8660653,22.07495305,17.76052213,22.7830843,20.23410717,21.28121211,19.12276675,18.79140493,17.25632457,19.63833953,17.99029354,20.41637184,18.82384335,20.38899017,19.60167713,20.02716799,21.38738398,21.26221979,16.52993334,20.00331032,21.32804206,17.87302634,22.44655981,17.60615366,18.16556713,40,40,22.48011345,18.22538355,19.21250192,20.12853616,18.11993365,20.45604363,21.71117821,19.70343436,17.11065631,20.31506502,18.11822775,18.70267672,19.03049333,18.44438445,18.1224092,18.47173372,20.44969864,19.99364009,19.16833463,20.65456354,19.89989381,18.32791916,19.29316822,20.03866412,21.3314309,4037,M,2016,400,21
4045_M_2017_P24_N0_A_20180530_CABBI,19.86047391,15.96270151,22.56405176,22.19432024,18.07260716,15.54216639,19.22505924,20.84581971,21.31700223,17.21425169,19.37518747,20.41699142,20.25311489,20.81383133,18.63212053,20.56386812,17.57567182,17.91267703,18.66420875,21.03404723,20.95893782,19.45548231,18.25175887,21.35590562,18.49512008,18.71134672,17.98375157,19.58412002,20.15304091,20.78460791,19.77775929,19.73507944,19.75205341,20.60689257,18.06842592,18.53237785,18.28915003,20.66699712,11.87759475,18.84500502,19.19681737,16.06863513,18.83895754,19.89899776,18.48764328,22.27422082,17.35831583,22.08955595,19.38321728,20.78180162,18.95574972,18.74730598,16.6608416,19.16230137,17.94139476,20.7815565,19.09822597,19.58858743,19.22968136,20.39441352,20.90367218,21.23409316,16.25406638,19.58293509,20.07139504,17.76980554,21.39298104,17.48983575,17.59930983,40,21.53576991,22.37238683,17.78785884,18.92174267,19.85732906,17.32406673,19.94365924,21.72437936,18.74011781,16.77902151,20.32687422,17.69116172,18.72588031,18.726796,18.61729064,18.08408227,18.24975736,19.91139931,19.76532815,18.41746744,20.88853656,18.75900398,17.90466735,19.22562001,19.58833701,21.58086115,4045,M,2017,0,21
4053_M_2015_P30_N200_A_20180530_CABBI,20.72955825,15.94775282,20.99113691,22.6362059,18.21165468,16.05094409,19.02879586,20.79596996,20.88253938,14.11647035,20.20969386,20.43234049,21.09207043,20.83634172,18.86083253,20.8191886,17.34319114,18.40560563,18.89652971,20.84538496,21.00896914,20.20077363,18.18061692,40,18.1909151,18.95096411,17.67514216,20.12676975,20.41858956,21.42480208,19.81188219,19.68624981,19.46699883,21.32763036,18.67687512,18.50341632,18.57804906,20.31968956,9.453962245,18.90514026,19.33102443,16.01942741,18.82877175,19.66034665,18.77730797,21.40075512,17.42322829,22.41237667,19.98585411,17.6575135,19.22675841,18.84987892,16.57989659,19.44099909,18.07952974,21.24606729,19.58863922,20.53277984,19.17292996,20.60234228,20.76162077,21.64765466,16.42288311,19.35626599,20.66862199,17.74174166,21.83553789,17.67483586,17.5952009,22.40520824,22.85966682,40,17.6851892,18.62885855,19.75518089,17.34396126,20.20803992,21.97579217,19.1531588,16.73873635,20.09139026,18.16362904,18.72667937,19.00452579,18.52225474,18.57142504,18.48232405,20.40740622,19.50645848,18.6762323,21.89619262,19.1110013,18.9832498,18.63906672,19.68316407,20.04768022,4053,M,2015,200,21
4061_M_2016_P37_N400_A_20180530_CABBI,20.63096614,15.44902919,21.41098883,21.29702035,17.82291427,15.41062578,18.98571097,20.00948841,20.91197666,16.83300403,19.52867951,19.8607907,19.85983447,20.17121694,18.54545108,20.67282138,17.07526183,17.42504973,18.47666737,20.42055262,21.30224907,19.10767652,18.03978672,21.53432884,17.91362144,18.72999854,17.43881448,19.79999253,20.53757966,20.14164634,19.43354768,19.222133,19.41828449,20.25174649,18.63479194,18.44398723,18.18589866,19.83850083,12.09126918,18.55075701,19.62526873,15.81478044,18.84440081,19.25508065,18.138865,20.72216233,17.29474783,20.57376953,19.433269,21.51723428,18.5193864,18.46063689,16.42575374,18.99781514,17.46640527,20.70951122,18.73246179,19.76421384,19.03679578,19.98182599,20.64849899,21.31821917,15.8760725,19.9005386,20.88633111,17.68924457,22.05646952,17.2421345,17.65079692,21.19180331,21.80602746,22.41128647,17.8204245,18.64407078,18.96920664,16.84159463,19.53894741,21.47033889,18.68876435,16.28671802,19.94678914,17.34022881,18.60674799,18.38327311,17.96099371,18.03295181,18.02324067,19.49583506,19.52683447,18.34072382,20.63064132,19.0819116,18.34798606,19.22980993,19.54950547,20.67601542,4061,M,2016,400,21
4069_M_2015_P44_N0_A_20180530_CABBI,20.97723881,16.06565964,22.200938,21.94539632,18.25800608,15.75202215,19.29745108,21.19995391,21.24152073,18.32471658,19.99241112,20.17227984,20.79231292,21.004579,18.8807853,20.56491555,17.60601121,18.13645389,18.88904027,21.06970762,21.49264536,19.76769292,17.13368095,21.03511766,18.53756072,17.28778786,18.40513615,20.01444102,21.29816043,21.1115823,19.0244043,20.03918982,19.83106758,21.00367296,18.63113854,18.87643565,18.5921835,20.58375392,15.02974015,19.3495864,19.84950508,16.44088012,18.66998067,20.13631388,18.58751718,22.11984068,17.76328825,22.34499245,19.81007442,21.21793049,19.6307486,19.16976486,17.21648949,19.46870766,17.93360347,20.20045632,19.01222964,20.37941818,19.56864041,20.35321293,21.03865197,21.03695262,16.4384137,19.81897785,21.51317816,17.87026961,22.26278223,17.68287854,17.75997074,22.02053162,22.94887508,40,17.80208301,19.21946959,20.09256918,17.7092732,20.14186943,22.28421755,19.08658675,17.01853125,20.15441847,17.98329492,19.00999275,18.7614283,18.85100467,18.46790234,18.5527014,20.51921191,19.18154971,18.97560655,20.74820742,18.96574411,18.41238594,19.78979824,19.67963798,21.83157988,4069,M,2015,0,21
3102_M_2015_P55_N0_B_20180514_CABBI,21.35399514,15.98060327,22.52068055,22.19995015,18.24985275,15.60966969,19.36524181,20.03754901,20.79651691,16.67976506,20.62036264,20.66713384,19.32267686,20.85941915,18.67778687,20.03674227,17.44832134,18.04945676,18.7441523,22.4907897,21.38023266,19.08766802,17.97155002,22.56185681,18.16237059,18.89887297,18.20239745,19.78184575,20.50257574,20.78443017,19.52721995,19.84550809,19.48210421,20.61328368,18.75324319,18.95279327,18.63813653,20.21212366,11.48913451,19.57320993,20.44046029,16.0725339,18.39811104,19.99764273,18.64053919,22.97465091,17.78170229,20.83846303,19.53223131,21.16909226,19.10405422,18.19747705,16.71427749,19.43490414,17.86613595,20.60980873,19.08388958,20.08503915,19.47052365,20.18855833,20.52110826,21.63792452,16.22297226,19.99448617,20.67839007,17.89309622,21.90707732,17.70858283,17.95512276,22.73089762,22.55707332,22.2875463,18.04432626,18.79557636,19.22915045,17.61899407,19.88186661,22.39174542,19.31909819,16.55597142,19.9312951,17.84534829,18.91358408,19.10331386,18.66884794,18.18229107,18.46186465,19.79811754,19.66959426,18.9570097,20.8390234,19.52108088,18.46307335,19.24146367,19.55012582,20.66927366,3102,M,2015,0,5
3110_C_2018_P13_N300_20180514_BULK_DNA_CABBI,22.52429517,16.38013267,40,22.97803296,18.51811952,16.26251806,19.19863303,20.51831349,20.86370483,15.58996989,20.41889052,21.6313192,20.91028306,22.12771106,18.91738518,21.39139943,17.97764204,18.29551773,19.3542011,20.7397842,21.39095548,19.68542704,18.18020203,40,18.54473729,19.1638115,18.19535959,19.97901258,21.32112528,21.70622944,20.03760255,20.93374801,19.7932833,20.96270194,19.03981684,19.15836863,18.60932169,20.3796846,10.23080419,19.79828923,19.38266035,16.30578197,18.96706709,20.87349125,18.66582224,22.89759376,18.03084955,21.74718854,19.89574066,19.97988337,19.59856432,18.72551134,17.06265851,19.56978102,18.13797627,21.0854226,18.88591148,20.16944822,19.91693796,20.36490987,20.66240852,21.81785704,16.54145854,19.85758922,20.98959643,18.16115645,21.81378944,18.09862632,18.54341723,40,22.15505665,40,18.42450283,19.44039758,19.76459079,18.13040887,20.38359237,22.74627445,19.24588717,17.00023823,20.39527309,18.14202719,19.33591866,18.85378492,18.96618857,18.80008111,18.99158979,20.38768318,19.6645277,18.80717701,21.51538653,19.8844732,18.81111921,18.99171687,19.4959354,22.07758316,3110,C,2018,300,5
3118_M_2015_P4_N0_20180514_BULK_DNA_CABBI,21.48373192,16.73653564,40,22.52688136,18.34492321,16.21236454,19.85569741,20.91660802,21.86044182,18.41053426,20.31770468,20.5195077,20.68376237,21.64317341,18.88833864,20.92343833,18.18286971,18.4850218,19.49209225,21.25320353,22.567384,20.09489587,17.40750779,19.99482607,18.8682529,18.15936005,18.82466219,19.99434036,21.46180072,20.79062695,19.65510844,20.90316362,20.45414928,21.2254037,18.7612885,19.26067118,19.27435198,20.79278008,13.35496138,19.40129595,20.21944688,16.70631723,18.75105578,20.40440225,19.22569632,22.76817838,17.77452921,40,19.96799701,22.25578492,19.44953069,19.3302017,17.91834458,19.73728725,18.58369523,21.23128072,19.57043762,20.84753077,20.27320031,20.75547336,21.30521957,21.2051694,16.8499015,19.91655879,20.91715181,18.31342423,22.82213807,18.01674441,18.61910265,40,40,40,18.55902288,19.36306547,20.23277759,18.31902186,20.44224816,40,19.65033756,17.35829911,20.20347714,18.46797931,20.00347926,19.4012201,18.93588364,18.77055258,18.95569315,20.62009405,20.24204563,19.10947175,21.84976117,19.46691376,18.98152035,19.72225537,19.97572302,22.186012,3118,M,2015,0,5
4006_C_2018_P5_N200_B_20180530_CABBI,21.75684375,16.6250482,22.59409722,22.93947426,18.88879532,16.34477106,19.80237972,20.46385601,21.37846997,15.4946965,20.00371499,20.06566633,20.70711511,21.4646202,18.92782945,21.40382213,17.88480103,18.29468904,18.88147304,21.35827547,21.81787534,19.71237519,18.02305208,21.80763109,19.63225227,19.13918512,18.44543561,20.93937028,20.77971114,20.60757225,19.63780473,20.64740897,20.29437329,20.5944308,18.78977618,18.91635115,18.9689014,20.29480459,10.23657368,19.29385128,19.87458269,16.48282768,19.12540586,20.4744965,19.37107304,40,17.78338641,40,19.89650773,19.86777289,19.02575862,19.12671769,17.55731663,20.01377059,18.53674446,21.20959919,19.44680972,21.41962103,20.44546546,20.0076139,21.29634456,22.52323089,16.83681045,19.6730244,21.81394443,17.97896263,40,18.10426798,18.39723724,22.80124999,40,40,18.22317484,19.2284452,20.59797929,18.16952879,20.29419169,21.87500552,19.99071305,17.26580434,20.14113836,18.23428784,18.98316085,19.34752994,19.21526284,18.49365596,18.94778997,20.85089936,20.02337653,19.41948921,21.52584114,19.71796291,18.53896427,19.21462305,19.90866358,22.09967614,4006,C,2018,200,21
4014_C_2018_P12_N200_B_20180530_CABBI,21.42767894,16.43968654,40,22.12688365,18.5511294,16.4168599,19.64623138,21.5216236,20.912524,15.32797838,20.61419182,21.73504655,21.22071343,21.77661122,18.70465746,20.58590399,17.83886033,18.69729043,18.73665316,21.63483492,21.43753036,19.89060169,18.21496103,22.86026973,19.2227651,19.35123767,18.56059235,20.26511364,20.83082043,20.34699136,20.2537852,20.39153424,19.58069124,21.10837216,18.88684728,19.23600241,18.99792406,20.40918176,10.62140895,19.69013729,19.90668878,16.31242034,19.56924986,19.7847503,18.97152469,22.13443325,17.97960591,22.80968402,20.20545729,19.66012519,19.272883,19.33762656,17.17835259,19.45540401,18.50614646,20.00344721,19.71546849,20.75006127,19.92558455,19.96171486,21.85973336,21.67220115,16.55976481,19.81549314,21.48706308,18.43510022,21.69149215,18.12944689,18.3955681,22.26582222,40,40,18.25989572,18.78615403,20.48110617,17.93378056,20.52723771,22.52913773,19.74573162,17.1829309,20.71614954,18.05630751,19.09468875,19.40470028,18.88796136,18.76624885,18.92251572,19.99105604,20.13276097,18.44801362,21.91271697,20.06664066,18.94765726,19.20050422,20.44085288,21.30381399,4014,C,2018,200,21
4022_M_2015_P4_N0_B_20180530_CABBI,20.26681971,16.21679807,21.64738561,21.61988461,18.32844442,15.55060157,19.2073731,20.83399672,20.76760371,16.88183185,19.90901609,20.56499164,20.22370048,20.36617988,18.60377924,20.40792673,17.48496607,18.02953473,18.59265966,21.65083133,20.42302396,19.00456696,17.25498923,21.49070442,18.37599511,18.05209992,18.05240098,19.87603414,20.81227073,20.81289165,19.38282274,20.25300336,19.09226812,20.91881353,18.6263987,18.23660896,18.37347197,20.28424183,11.62000707,18.75260559,19.52721658,15.94457479,18.66086348,19.70290873,18.34151125,22.5383739,17.24295922,21.61042272,20.10304571,21.07441411,18.82640546,18.70954201,16.81735022,19.09768317,17.80025176,20.28675483,19.31219528,20.26269339,19.70040371,19.91060401,20.5067896,21.30299268,16.39837693,19.10780961,20.78611932,17.57231902,22.1765083,17.64174341,17.58094789,22.76330275,22.46351471,22.66714504,17.82630828,18.68017248,19.83838582,17.64882527,20.26160938,21.87404844,19.37532726,16.77428643,19.65720491,17.65091623,18.87859982,18.79640515,18.35286205,18.20976966,18.34136099,19.86426201,19.62677471,18.97460415,21.1960413,19.11009603,18.28430847,18.95696155,20.4653602,20.84369401,4022,M,2015,0,21
4030_M_2016_P9_N200_B_20180530_CABBI,21.03170126,16.0035922,22.18562996,22.69195369,18.02792102,15.97342264,19.33123206,19.9009716,21.92239339,17.82079687,19.62042805,21.31252845,20.37899,21.33531788,18.57020962,21.21442711,17.7115775,18.0992513,18.71342342,21.42427394,21.53859083,19.40216746,17.81523601,21.04392003,18.31687272,18.20124202,17.96220937,20.49223062,21.18261462,20.80143394,18.96606385,20.36346895,19.5171267,20.92864803,18.76369871,18.62331963,18.66714587,20.47759263,12.77772002,18.84739283,19.79743484,16.06466407,18.95792968,20.46754298,18.53212764,22.55739125,17.77110074,21.68582765,19.78849056,22.08071597,18.68630187,18.96533874,16.79114026,19.4156108,18.22079582,21.43862588,19.26308215,20.30914419,19.66246468,20.60973709,20.41162508,21.28342926,16.47929187,19.93676393,20.8590111,17.87646563,22.68671648,17.80001502,18.10989199,22.81620297,22.79428957,22.89943507,17.93404078,18.94191858,20.5363058,17.59468739,20.13080082,21.52671761,19.90700401,16.86217176,19.63315898,17.96749967,18.87247436,19.01702546,18.84122731,18.65721416,18.6477909,20.21995218,20.06177999,18.73112192,22.00254096,19.28652039,18.58666722,19.56965456,19.79863695,21.53117645,4030,M,2016,200,21
4038_M_2016_P17_N400_B_20180530_CABBI,21.31156006,17.14792799,40,22.87010773,19.44088258,16.61041296,20.00850299,21.53787384,21.9454836,17.25352696,20.97038127,21.25694402,21.61152184,21.69239776,19.83426512,21.08254767,18.19608676,19.45250368,19.12412048,22.14349019,22.46069678,20.43416625,18.56138967,22.1409983,19.19894285,18.67227415,18.83795988,20.66197788,20.9104532,22.3956128,20.19645399,20.94829814,20.9698222,21.58827551,19.11555561,19.68760503,19.20433091,21.49602552,11.82663822,19.83429953,20.12340344,16.8300023,19.70546292,20.94258789,19.42176045,40,18.32716146,40,20.69404556,21.76884475,19.68344161,19.76384181,17.8032729,19.62062275,18.59780276,22.45759092,19.9499003,21.41395166,20.19650842,20.79540502,21.61502148,40,17.2317815,20.59859452,21.85609965,18.75735111,40,18.64374424,18.73627171,40,40,40,18.90331845,19.81695805,21.47614594,18.51389499,20.83135904,22.74538642,20.56943223,17.92006891,21.03811869,18.83365243,19.71595612,19.63126925,20.16878583,19.42880016,19.6917459,20.55805937,20.79602414,19.77592858,22.02790305,20.48127272,19.84455377,19.93468746,20.52859089,21.72365513,4038,M,2016,400,21
4046_M_2017_P24_N0_B_20180530_CABBI,20.43988628,15.98966761,40,22.58637914,17.75890017,15.80921964,19.47083407,20.66960578,21.03941235,16.71640941,19.9416358,20.03308336,20.29374879,20.88653411,18.78079987,20.59342686,17.62030267,18.12076361,18.77932926,20.29208527,21.80246773,19.4295966,18.40204368,22.37093967,18.65489162,18.50961301,17.74126339,20.01191662,20.28694179,20.51711433,19.33053056,20.34147732,19.48449179,20.7070798,18.66355197,18.58812227,18.60191923,21.343268,11.39574733,18.99020233,19.69917091,15.82648802,18.7664951,20.08208722,18.42822457,22.25879468,17.52983846,22.34893552,19.71668838,20.69154953,19.06311921,18.73494542,16.80297161,19.31286501,17.91994631,20.50104438,19.09102086,19.94312102,19.59186192,20.03073558,20.56516736,21.44071259,16.29198494,19.54016417,20.60974315,18.01726152,22.13311321,17.72218273,18.13600921,22.35681578,22.30582351,22.43494775,17.72917754,18.8875798,19.86981346,17.76769467,19.65388074,22.00822297,19.90556635,16.9723434,19.88665358,17.99709544,19.06532067,19.05578684,18.7000225,18.33430204,18.64472058,19.83401353,19.73807081,18.83607247,20.95772443,19.56452259,18.44201067,19.36988259,19.87994325,21.45327771,4046,M,2017,0,21
4054_M_2015_P30_N200_B_20180530_CABBI,20.68072319,15.65627919,22.56654766,21.36165173,18.08992439,15.61649367,19.33706785,20.18793341,20.64189376,16.83710184,19.86855999,20.20135325,20.11064203,21.11444536,18.3549418,20.34984701,17.17232332,17.96654196,18.41937385,21.88647231,20.69879728,19.6358923,17.83652181,20.99714815,17.96202601,18.65589891,17.9088661,19.84885638,20.32048044,20.40016143,19.47493893,19.9739657,19.06914434,19.94040996,18.41364322,18.58124013,18.30536958,20.29145956,11.94826459,18.67741945,19.39193517,15.82842119,18.50778473,19.64390978,18.33829464,21.43774243,17.07990162,21.53372516,19.56014864,21.00790743,18.32265124,18.55007206,16.49674253,19.36409072,17.60220908,20.70703388,18.56236031,20.29949493,19.41752127,19.73747559,20.3840503,20.69889671,15.93454542,19.57895671,21.23521357,17.64413089,22.08403704,17.67110103,17.68103233,40,22.8941297,22.06008785,17.52598212,18.56385624,19.75375875,17.37094395,19.64264454,21.69525298,19.03253876,16.65641047,20.20772942,17.90940295,18.58667189,18.60320166,18.60753172,18.3626828,18.22180303,20.65535057,19.59764664,18.85666996,20.18596144,19.43757075,18.25513278,19.21655405,19.66731351,20.50913406,4054,M,2015,200,21
4062_M_2016_P37_N400_B_20180530_CABBI,21.8425099,16.69632282,40,21.86743301,19.24518588,16.78908684,19.68864411,21.1880821,21.23574531,15.84022548,20.4529922,21.73276127,21.5357477,21.97875891,19.25884394,21.19249273,17.91560018,18.81980524,19.42171722,21.37216312,20.26625669,20.95922385,19.93419618,22.50065725,19.1086537,19.96836765,18.33354475,20.86677497,20.9921677,20.70569435,19.85474847,19.62177256,20.01085395,21.19053827,18.8010093,19.1855066,19.07457013,21.57959036,10.43478637,19.67998294,20.49813989,16.81465321,19.0209822,20.22976876,19.02926146,22.05197432,18.69125508,22.00143493,20.46723944,19.93973107,19.32287283,19.90723486,17.00963131,20.01723966,18.65114107,21.01250709,19.59593361,21.13600099,20.09126411,21.05012947,21.4297735,21.95341101,17.00925804,19.90047927,21.55827741,18.05172418,40,18.53967404,18.54284632,22.01043594,40,40,18.49259496,19.97860729,20.55748758,18.261427,20.8237207,40,19.54943219,17.55636985,20.88058203,18.65233244,19.89939535,19.82976063,19.78727982,19.13585767,19.27442587,21.83522414,20.22168503,18.96038401,21.45990635,19.75500921,19.13828529,18.93612777,20.64476822,21.5537911,4062,M,2016,400,21
4070_M_2015_P44_N0_B_20180530_CABBI,20.43011427,15.96346938,40,22.08015572,18.18131096,15.76917869,19.32832818,20.02391337,20.44020583,17.54976386,19.5143397,20.78300625,19.71525189,21.48037456,18.54044648,20.52704291,17.5377091,18.27024812,18.62527351,20.69180449,21.42070939,19.58582043,17.04777593,20.90536987,18.14073838,17.50091062,18.56059638,19.91396423,20.418232,20.39408539,19.06223911,19.62161165,19.84409306,20.00793872,18.32659524,17.99920595,18.20775186,20.28884439,12.97543684,18.75103418,19.30265532,16.04751758,18.5119687,19.82870345,18.28718819,21.54087331,17.12413132,21.70338705,19.34209986,21.98137395,18.97384176,18.27688777,16.86972628,19.19549849,17.8936355,20.73806334,18.84205499,19.6166855,19.56666281,19.81644779,21.0193693,21.7206082,16.425188,19.51890057,20.55247742,17.62711695,22.47780925,17.3932005,17.90810541,40,22.34156334,21.81653904,17.73650612,18.89510231,20.32426749,17.28626533,19.7091395,21.76712964,19.26261626,16.99359101,19.95295684,17.84642669,19.15492625,18.84097667,18.67174363,18.2804524,18.31736313,20.2263831,19.54256176,18.49026353,20.58089566,19.40701584,18.38298417,19.37010443,19.58669325,21.46906023,4070,M,2015,0,21
3103_M_2016_P56_N0_A_20180514_CABBI,21.98233103,16.44111088,22.52332531,21.77950856,18.57841339,16.11663465,19.58925652,20.8074291,21.7127011,17.69624161,20.23990896,21.13544264,20.58362971,20.94569036,19.08402882,20.64972652,17.85847279,18.50205854,19.12541394,21.95999406,21.11235223,19.39302831,17.60175427,22.185163,18.27046577,18.23127502,18.28707992,20.68244905,20.94766525,21.03784539,19.13064287,20.31583219,19.74589769,20.0173468,18.37540957,18.75720037,18.65126303,20.64446937,11.89165741,19.13917558,19.7303796,16.25837091,18.75360247,20.33818568,18.57146675,22.16376018,17.78022634,22.61905432,20.00638389,21.33361807,18.97234837,18.92507663,17.09107296,19.44731048,18.08849117,20.82239439,19.34687456,20.37523878,19.78214598,20.22301451,21.16912781,22.37872477,16.72609273,19.80535843,21.07576435,18.2242465,21.5172464,17.93063682,18.45272795,22.26976221,22.88798101,40,18.56785453,19.35079623,19.74256326,17.96122985,20.58961119,22.07134925,19.56886297,17.05442137,20.07502118,17.85105028,19.67031997,19.78105416,19.14605901,18.43235921,18.7327882,20.23821269,20.07737687,19.21980382,21.19105575,19.58760741,18.48773516,19.53317718,19.97817762,21.36896037,3103,M,2016,0,5
3111_C_2018_P12_N200_20180514_BULK_DNA_CABBI,21.47568065,16.49221179,40,22.65339495,18.67304882,16.50367826,20.34151349,21.04273726,21.77439869,15.76288161,21.13284787,21.45151485,21.59366033,21.04032451,19.46650891,20.84431015,18.09436685,18.37971105,19.34709489,21.46994959,21.96078476,20.50603243,18.45871217,21.3750505,18.96273333,18.96211195,18.48924669,20.2580352,20.94609808,21.42095895,19.66643946,20.11305804,19.87513027,20.89585289,19.02990044,19.43219353,19.15354155,20.51550636,10.63778614,19.44775691,19.90964133,16.37203517,19.29745461,20.34806333,18.99812277,22.2325988,17.93071271,40,19.64466031,19.93132387,19.39478928,19.14354346,17.34692045,19.76204076,18.66745162,21.16963855,19.8355075,21.20849481,20.12403972,20.64194766,20.6679346,22.36168928,16.78961561,20.19565618,21.10668943,18.33189769,40,18.2827653,18.51550523,22.9418537,40,22.55954851,18.6833198,19.27904489,19.89144287,18.46756207,20.50229272,22.91822716,19.93794557,17.23652293,20.61221911,18.65893977,19.79882362,19.40535164,19.47712544,19.06410767,19.02767231,20.35193069,20.63728162,19.45604695,21.43361352,20.21186305,19.20622539,19.6131093,20.1193072,21.52519834,3111,C,2018,200,5
